"id","category","objective","persona","title","prompt","tags","level","heartbeat","expected_output"
"M068","Veille & Intelligence économique","Surveiller","Job seeker","Suivi de mes candidatures et signaux des recruteurs","Surveille les recruteurs de mes candidatures en cours et alerte-moi de tout signal.

MES CANDIDATURES EN COURS
[À COMPLÉTER : entreprise + recruteur + date candidature]

SIGNAUX À DÉTECTER
- Le recruteur revient en activité après ma candidature (signe qu'il regarde des profils)
- Le poste est repris par un autre recruteur (changement)
- Le poste est retiré de l'annonce (= pourvu, ou freezé)
- L'entreprise communique sur ses recrutements (signal de momentum)
- Un autre poste similaire est publié

Format : ""[Boîte] | [Statut candidature] | [Signal détecté] | [Action recommandée]"".","candidatures,suivi,heartbeat,whatsapp","intermédiaire","oui","Pings sur l'avancement des candidatures"
"M069","Levée de fonds","Cibler","Founder","Mes 5 angels prioritaires à closer avant la grande levée","Identifie les 5 business angels prioritaires à closer en pre-seed avant ma série A.

PROFIL DES ANGELS RECHERCHÉS
- Operators (founders ou ex-founders dans mon secteur)
- Tickets 25k-100k €
- Capable d'amener du value-add concret (réseau, expertise, hire)
- Pas trop sollicités (j'ai une chance d'avoir leur attention)

MA BOÎTE
[À COMPLÉTER : produit, traction, levée précédente s'il y en a]

POUR CHAQUE TOP 5 ANGEL
- Pourquoi celui-là (match thèse, value-add, accessibilité)
- Warm intro disponible
- Hook d'approche
- Ticket à demander","angels,5-prioritaires,pre-seed,operators","avancé","non","5 angels avec stratégie de closing"
"M070","Networking & Relations","Découvrir","Sales","Mes anciens clients qui ont changé de boîte = opportunités fraîches","Identifie mes anciens clients (avec qui j'ai déjà signé un deal) qui ont changé de boîte récemment — ce sont des prospects warm pour leur nouvelle boîte.

CONTEXTE
- Mes anciens clients (CRM ou liste à fournir) : [À COMPLÉTER]

CRITÈRES
- A changé de poste dans les 6 derniers mois
- Le nouveau poste lui permet d'acheter ma solution
- La nouvelle boîte est dans mon ICP

POUR CHAQUE OPPORTUNITÉ
- Ancien deal qu'on avait fait ensemble (pour rappel)
- Nouvelle boîte + nouveau rôle
- Pourquoi ma solution est pertinente dans la nouvelle structure
- Hook d'approche personnalisé : ""Hey [Prénom], vu ton arrivée chez [Nouvelle Boîte] !...""","alumni-clients,nouveaux-roles,warm-prospects","avancé","oui","Liste d'anciens clients en nouveau poste"
"M071","Sourcing & Recrutement","Découvrir","Recruteur","Alumni d'une boîte cible qui pourraient revenir","Identifie les anciens employés d'une boîte cible qui pourraient être candidats à revenir ou à rejoindre une boîte similaire.

LA BOÎTE DE RÉFÉRENCE
[À COMPLÉTER : ex. Capgemini, Google France, etc.]

LE POSTE QUE JE CHERCHE À POURVOIR
[À COMPLÉTER]

CRITÈRES
- A travaillé à [BOÎTE] entre [PÉRIODE]
- Aujourd'hui dans un poste équivalent ou inférieur (= upgrade possible)
- Pas en boîte concurrente directe (clauses de non-concurrence)
- Signaux de bougeabilité

POUR CHAQUE ALUMNI
- Parcours résumé
- Pourquoi candidat probable
- Hook d'approche : ""Hey, j'ai vu que tu étais passé par [BOÎTE]...""","alumni-sourcing,boite-reference,return-talent","avancé","oui","Alumni candidats pour mon poste"
"M072","Création de contenu","Activer","Manager","Post de recrutement pour mon équipe","Rédige un post LinkedIn pour annoncer un recrutement dans mon équipe et attirer des candidats qualifiés.

LE POSTE
- Titre : [À COMPLÉTER]
- Stack/compétences : [À COMPLÉTER]
- Salaire range : [À COMPLÉTER si OK]
- Localisation : [À COMPLÉTER]
- Pourquoi le poste est cool : [À COMPLÉTER : impact, mission, équipe, autonomie]

CONTRAINTES
- Pas un post type ""Nous recrutons #hiring"" — trop générique
- Storytelling : pourquoi je cherche cette personne, ce qu'on va faire ensemble
- Détails concrets sur la mission (pas que des buzzwords)
- 1 contrainte ou exigence forte (pour signaler la sélection)
- CTA clair : DM moi avec X élément

3 variantes : storytelling personnel, focus impact, focus stack/technique.","recrutement,post,3-variantes,manager","intermédiaire","non","3 versions de post recrutement"
"M073","Création de contenu","Découvrir","Personal brander","Mes opportunités de prise de parole publique","Identifie les opportunités de prise de parole (talks, podcasts, articles invités) où je pourrais me positionner.

MON THÈME / MON EXPERTISE
[À COMPLÉTER]

OPPORTUNITÉS À DÉTECTER
- Conférences cherchant des speakers (call for speakers)
- Podcasts qui invitent des experts dans mon thème
- Médias / blogs qui acceptent des contributions externes
- Événements où mes pairs sont speakers (si eux, pourquoi pas moi)

POUR CHAQUE OPPORTUNITÉ
- Format (talk / podcast / article)
- Audience estimée
- Niveau de prestige
- Comment candidater (le processus exact)
- Mon angle de proposition","speaker,podcast,prise-parole,visibilite","avancé","oui","Opportunités de prise de parole curatées"
"M074","Networking & Relations","Cibler","Investisseur","Mes founders à reconnecter ce trimestre","Identifie les founders de mon réseau (1er degré) que je devrais reconnecter ce trimestre.

CRITÈRES
- N'ai pas eu d'interaction depuis 4+ mois
- Boîte qui a évolué (levée, traction, pivot, nouveau marché)
- Potentiellement en train de préparer une nouvelle ronde
- Ou : excellent founder qui mérite que je reste top of mind

MON FOND / MA THÈSE
[À COMPLÉTER]

POUR CHAQUE FOUNDER
- Évolution depuis notre dernier échange
- Pourquoi reconnecter MAINTENANT
- Type d'échange à proposer (café, call, intro à quelqu'un de mon réseau)","founders,reconnexion,investisseur,deal-flow","avancé","non","Plan de reconnexion founders"
"M075","Veille & Intelligence économique","Découvrir","Consultant","Sujets émergents dans ma spécialité où peu de monde se positionne","Identifie les sujets émergents dans ma spécialité où la concurrence sur LinkedIn est encore faible — opportunités de me positionner comme expert.

MA SPÉCIALITÉ
[À COMPLÉTER]

CRITÈRES DE ""SUJET ÉMERGENT À FAIBLE CONCURRENCE""
- Mots-clés en hausse de mention dans mon secteur (>20% sur 6 mois)
- Mais peu de ""voix de référence"" établies (peu de profils avec >100 posts sur le sujet)
- Pertinent pour les douleurs de mon ICP
- Cohérent avec mon expertise actuelle (pas un pivot complet)

POUR CHAQUE SUJET
- Description en 2 phrases
- Pourquoi peu de concurrence aujourd'hui
- Calendrier pour me positionner (3-6 mois)
- Premiers contenus à produire","positionnement,blue-ocean,consultant,emergent","avancé","oui","Sujets blue-ocean avec plan de positionnement"
"M076","Apprentissage & Carrière","Cibler","Founder","Le top 5 contenu / livre / cours pour mon défi du trimestre","Identifie les 5 ressources (contenus, livres, cours, communautés) les plus pertinentes pour mon défi du trimestre.

MON DÉFI DU TRIMESTRE
[À COMPLÉTER : ex. passer de 0 à 100 clients, structurer mon équipe, lever 1M€...]

CRITÈRES
- Recommandé par des founders qui ont résolu mon défi
- Récent (post-2024 idéalement)
- Format adapté à mon temps disponible (pas un livre de 600 pages si j'ai 20 min/jour)
- Concret et actionnable, pas théorique

POUR CHAQUE TOP 5
- Format + auteur + durée
- Pourquoi exactement pertinent pour mon défi
- 1-2 frameworks que je peux appliquer dès cette semaine
- Source de la recommandation (qui a recommandé)","apprentissage,top-5,defi-trimestre,actionnable","intermédiaire","non","Top 5 ressources curées et actionnables"
"M077","Apprentissage & Carrière","Découvrir","Sales","Top performers commerciaux à étudier dans mon secteur","Identifie les top performers commerciaux dans mon secteur dont je devrais étudier le parcours et les méthodes.

MON SECTEUR
[À COMPLÉTER]

MON RÔLE ACTUEL
[À COMPLÉTER : SDR / AE / Sales Manager / autre]

CRITÈRES
- Réputation établie (mentions positives par leurs pairs et clients)
- Visible sur LinkedIn (créent du contenu, partagent leurs méthodes)
- Numbers bons (basés sur les indices visibles : promotions, posts de leur boîte les valorisant, deals sortis publiquement)
- Style transposable à mon contexte

POUR CHAQUE TOP PERFORMER
- Parcours en 4-6 étapes
- 2-3 frameworks ou pratiques qui les distinguent
- Comment apprendre d'eux (suivre, contacter, lire leurs posts)","top-performers,sales,role-models,methods","intermédiaire","non","5 top performers analysés"
"M078","Communauté & Événements","Cibler","Manager","Communautés de Heads of à intégrer pour grandir comme manager","Identifie les 3-5 meilleures communautés professionnelles pour managers / Heads of dans mon secteur.

MON CONTEXTE
- Mon rôle : [À COMPLÉTER]
- Taille équipe : [À COMPLÉTER]
- Ce que je veux développer : [À COMPLÉTER]

CRITÈRES
- Communautés actives (>1 contenu/semaine)
- Membres seniors et engagés
- Format compatible avec mon temps (Slack async, événements mensuels, etc.)
- Reputation positive dans mon secteur

POUR CHAQUE COMMUNAUTÉ
- Format + taille + ICP membres
- Type de valeur produite (network, learning, accountability, autre)
- Coût (€ + temps)
- Comment rentrer (cooptation, application, ouvert)","communautes,manager,reseau-pair,niveau-pair","intermédiaire","non","Communautés curées avec porte d'entrée"
"M079","Communauté & Événements","Cibler","Job seeker","Communautés alumni qui peuvent m'ouvrir des portes","Identifie les communautés alumni accessibles qui peuvent m'aider dans ma recherche d'emploi.

MON BACKGROUND
- Mes écoles / formations : [À COMPLÉTER]
- Mes anciennes boîtes : [À COMPLÉTER]
- Mon secteur cible : [À COMPLÉTER]

CRITÈRES
- Communauté alumni (de mon école ou d'une de mes anciennes boîtes)
- Active sur LinkedIn (groupe, événements)
- Membres dans des positions de décision
- Mécanismes de mise en relation explicites (job board, mentoring, événements de networking)

POUR CHAQUE COMMUNAUTÉ
- Comment y accéder (déjà membre / candidature)
- Quelle activation possible (poster un appel, contacter un membre clé, participer à un événement)
- 2-3 personnes spécifiques à contacter en priorité","alumni,job-search,reseau-ferme,communautes","intermédiaire","non","Communautés alumni avec activation"
"M080","Communauté & Événements","Découvrir","Recruteur","Communautés de talents passifs où je peux pêcher","Identifie les communautés tech (Slack, Discord, événements) où des candidats passifs qualifiés sont actifs.

MON SCOPE DE RECRUTEMENT
[À COMPLÉTER : stack / niveau / géographie]

CRITÈRES
- Communauté reconnue dans le scope tech
- Permet la prise de contact discrète (pas du spam de masse)
- Membres qualifiés (vérification à l'entrée, niveau senior)
- Reputation positive (ne brûler la com avec un mauvais sourcing)

POUR CHAQUE COMMUNAUTÉ
- Type + taille + ICP membres
- Règles de sourcing (DM autorisé / channel jobs uniquement / autre)
- Coût d'entrée (gratuit / payant / cooptation)
- Stratégie de présence pour gagner ma légitimité avant de sourcer","communautes-tech,sourcing,passif,etiquette","avancé","non","Communautés tech avec règles de sourcing"
"M081","Apprentissage & Carrière","Découvrir","Personal brander","Top créateurs LinkedIn dont je devrais étudier les patterns","Identifie les top créateurs LinkedIn dans mon thème dont je devrais analyser les patterns de contenu.

MON THÈME
[À COMPLÉTER]

CRITÈRES
- Audience pertinente (ICP similaire au mien)
- Croissance soutenue (pas juste viral one-shot)
- Variété de formats maîtrisés
- Authenticité perçue (pas du growth hacking pur)

POUR CHAQUE CRÉATEUR
- Profil + audience size + thèmes principaux
- 3 patterns récurrents qui marchent pour eux (analyse de leurs 20 derniers posts)
- Ce que je peux emprunter VS ce qui est trop personnel à eux
- Comment les ""étudier"" (suivre, lire, commenter, contacter)","creators,patterns,etude,benchmark","avancé","oui","5 créateurs analysés avec patterns"
"M082","Communauté & Événements","Découvrir","Founder","Programmes founders (accélérateurs, communautés) à intégrer","Identifie les programmes founders les plus pertinents pour ma boîte (accélérateurs, communautés payantes, fellowships).

MA BOÎTE
- Stade : [À COMPLÉTER]
- Secteur : [À COMPLÉTER]
- Géographie / langue : [À COMPLÉTER]
- Mes besoins : [À COMPLÉTER : capital / mentoring / network / clients / hiring]

PROGRAMMES À ÉVALUER
- Accélérateurs (YC, Techstars, Antler, mais aussi locaux pertinents)
- Communautés payantes founders (On Deck, Earnest Capital, etc.)
- Fellowships sectoriels
- Programmes corporate (Microsoft for Startups, AWS, etc.)

POUR CHAQUE PROGRAMME
- Coût (équity / cash / temps)
- Bénéfices concrets (capital, network, brand, deals)
- Probabilité d'admission selon mon profil
- ROI estimé pour ma situation","accelerateurs,programmes,founders,ROI","avancé","non","Programmes founders évalués"
"M083","Communauté & Événements","Découvrir","Sales","Communautés sales où mes prospects et pairs traînent","Identifie les communautés sales (ou où des sales sont actifs) qui peuvent m'aider dans mon métier ET où je peux croiser des prospects.

MON SECTEUR
[À COMPLÉTER]

DOUBLE OBJECTIF
- Apprentissage : monter en compétence
- Sourcing : croiser des prospects naturellement (sans spam)

POUR CHAQUE COMMUNAUTÉ
- Format (Slack / événements / payante)
- Membres représentatifs (pairs vs prospects ratio)
- Stratégie de présence pour les deux objectifs
- ROI estimé","communautes-sales,double-objectif,sourcing-naturel","avancé","non","Communautés sales évaluées sur 2 critères"
"M084","Veille & Intelligence économique","Surveiller","Sales","Signaux de churn chez mes clients existants","Surveille mes clients existants et alerte-moi des signaux de churn potentiels.

MES CLIENTS
[À COMPLÉTER : liste]

SIGNAUX FORTS DE CHURN
- Départ du sponsor / décideur principal
- Diminution d'activité LinkedIn de la boîte
- Embauche d'une équipe interne pour résoudre le problème en in-house
- Signaux de difficulté financière (layoffs, levée échouée)
- Mention d'un concurrent dans leurs posts
- Changement de direction stratégique

ACTIONS RECOMMANDÉES PAR SIGNAL
- Pour chaque ping : ""[Client] | [Signal] | [Action préventive en 1 phrase]""","churn,clients,heartbeat,whatsapp,retention","avancé","oui","Alertes pré-churn en temps réel"
"M085","Veille & Intelligence économique","Surveiller","Founder","Évolution de mes early adopters et premiers clients","Surveille mes 20 premiers clients et alerte-moi de tout signal pertinent.

MES EARLY ADOPTERS
[À COMPLÉTER : liste 20 boîtes]

SIGNAUX À DÉTECTER
- Changement de poste du décideur (départ ou promotion)
- Levée de fonds (capacité à upgrader leur abonnement)
- Layoffs (risque de churn)
- Mention publique de mon produit (case study, post, podcast)
- Recrutement d'un poste lié à l'usage de mon produit (signal d'extension)

Format : ""[Client] | [Signal] | [Implication] | [Action recommandée]"".","early-adopters,founder,heartbeat,whatsapp","avancé","oui","Veille des 20 premiers clients"
"M086","Apprentissage & Carrière","Cibler","Sales","Mes 3 axes de progrès commerciaux pour le trimestre","Analyse mes performances commerciales récentes et identifie mes 3 axes de progrès prioritaires pour ce trimestre.

MES DONNÉES
[À COMPLÉTER : taux de réponse cold, taux conversion DM → call, win rate, taille deal moyenne, cycle vente]

MES OBJECTIFS TRIMESTRE
[À COMPLÉTER]

ANALYSE
- Identifie mes 3 plus grandes ""fuites"" dans le funnel
- Pour chaque fuite : la cause probable + 1 levier d'amélioration
- 1 ressource (livre, cours, mentor, contenu) par axe
- 1 KPI à suivre par axe
- Plan d'action 90 jours","progres,sales,3-axes,90-jours,KPI","avancé","non","Plan de progrès commercial trimestriel"
"M087","Apprentissage & Carrière","Activer","Manager","Mon plan de développement personnel sur 6 mois","Construis-moi un plan de développement personnel sur 6 mois aligné avec mes objectifs de carrière.

MON PROFIL ACTUEL
- Rôle : [À COMPLÉTER]
- Forces reconnues : [À COMPLÉTER]
- Faiblesses identifiées : [À COMPLÉTER]

MON OBJECTIF À 18 MOIS
[À COMPLÉTER : ex. devenir VP, lever, changer de boîte, autre]

LE PLAN
Pour chacun des 6 mois :
- Compétence/sujet à développer
- 1 ressource principale
- 1 expérience à provoquer dans mon job actuel
- 1 personne à fréquenter (mentor, pair, communauté)
- KPI pour valider le progrès","developpement,6-mois,plan,manager","avancé","non","Plan de dev personnel 6 mois"
"M088","Networking & Relations","Activer","Founder","Demande de feedback à mes 5 advisors / mentors","Rédige des messages personnalisés pour solliciter du feedback à mes 5 advisors / mentors.

MES ADVISORS
[À COMPLÉTER : liste 5 personnes + ce qu'on a déjà fait ensemble]

CE SUR QUOI JE VEUX DU FEEDBACK
[À COMPLÉTER : ex. mon nouveau pricing, ma roadmap, mon pitch, mon embauche...]

POUR CHAQUE ADVISOR
- Message personnalisé en 4-5 phrases max
- Reconnaissance de notre relation (sans flatterie excessive)
- Question PRÉCISE (pas ""que penses-tu en général ?"")
- Format de feedback proposé (call 20 min, async, document)
- Date butoir indiquée
- Réciprocité offerte (un update produit, une intro, etc.)","advisors,feedback,5-personnes,reciprocite","intermédiaire","non","5 messages de feedback personnalisés"
"M089","Levée de fonds","Découvrir","Founder","Subventions et financements non-dilutifs pour ma boîte","Identifie les subventions, financements non-dilutifs et programmes publics pertinents pour ma boîte.

MA BOÎTE
- Secteur : [À COMPLÉTER]
- Stade : [À COMPLÉTER]
- Géographie : France / EU / Cameroun / autre
- Innovation : Deep tech / Tech / Service / autre

SOURCES À EXPLORER
- BPI France (programmes innovation, French Tech)
- Région et collectivités locales
- Horizon Europe / EIC
- Programmes sectoriels (santé, énergie, IA, etc.)
- Concours d'innovation et awards
- Crédit impôt recherche / innovation

POUR CHAQUE OPPORTUNITÉ
- Montant + nature (subvention, avance remboursable, prêt à 0%, etc.)
- Critères d'éligibilité
- Charge administrative estimée
- Calendrier (deadline de candidature)
- Probabilité d'obtention selon mon profil","subventions,non-dilutif,BPI,financements-public","avancé","oui","Pipeline de financements non-dilutifs"
"M090","Création de contenu","Activer","Sales","Posts LinkedIn pour positionner mon expertise commerciale","Rédige 3 posts LinkedIn que je peux publier cette semaine pour me positionner comme expert dans mon secteur (pas comme commercial agressif).

MON SECTEUR / MON OFFRE
[À COMPLÉTER]

PRINCIPES
- Apport de valeur AVANT proposition commerciale
- Ne pas pitcher en premier degré
- Mettre en scène un cas client anonymisé OU une analyse sectorielle
- Le lecteur doit avoir appris quelque chose à la fin

POUR CHAQUE POST (3 versions)
- Hook
- Structure (1 paragraphe → développement → punchline)
- CTA léger qui invite à la conversation (pas à la démo)","sales,positionnement,3-posts,valeur-avant","intermédiaire","non","3 posts d'autorité commerciale"
"M091","Création de contenu","Activer","Recruteur","Posts LinkedIn pour attirer des candidats qualifiés","Rédige 3 posts LinkedIn pour attirer des candidats qualifiés sur mes postes ouverts (sans paraître comme un recruteur classique).

MES POSTES OUVERTS
[À COMPLÉTER : liste]

PRINCIPES
- Pas un ""Nous recrutons #hiring"" générique
- Storytelling : pourquoi cette équipe, pourquoi maintenant, pourquoi ce poste
- Détails concrets sur le projet, la stack, l'autonomie
- Une question forte pour engager les commentaires
- 1 contrainte ou exigence forte qui filtre

POUR CHAQUE POST (3 versions différentes)
- Variante ""vision projet"" (raconter ce qu'on construit)
- Variante ""équipe"" (mettre en avant qui ils vont rejoindre)
- Variante ""défi technique"" (le problème à résoudre)","recrutement,posts-attirance,3-versions,storytelling","intermédiaire","non","3 posts pour attirer des candidats"
"M092","Création de contenu","Activer","Investisseur","Posts LinkedIn pour attirer du deal flow qualifié","Rédige 3 posts LinkedIn pour attirer du deal flow founder qualifié sur ma thèse d'investissement.

MA THÈSE
- Secteur : [À COMPLÉTER]
- Stade : [À COMPLÉTER]
- Ce que je cherche : [À COMPLÉTER]
- Mon différenciateur en tant qu'investisseur : [À COMPLÉTER]

PRINCIPES
- Pas un ""Je cherche des founders"" plat
- Démontrer ma compréhension du marché (montrer mon expertise)
- Articuler ma thèse de manière distinctive
- Donner de la valeur (analyse, framework, cas d'usage) avant de ""demander"" un deal flow
- Inviter à la conversation (DM, café, événement) pas à un pitch direct

POUR CHAQUE POST (3 variantes)
- Variante ""thesis essay"" (analyse de marché)
- Variante ""cas concret"" (parler d'un investissement passé ou d'un founder admiré)
- Variante ""framework"" (donner un outil aux founders)","deal-flow,thesis,3-posts,investisseur","avancé","non","3 posts pour attirer du deal flow"
"M093","Communauté & Événements","Cibler","Personal brander","Mes opportunités de collaboration de contenu (cross-posts, lives)","Identifie 5 opportunités de collaboration de contenu avec d'autres créateurs LinkedIn dans mon thème.

MON THÈME / MON AUDIENCE
[À COMPLÉTER]

TYPES DE COLLAB
- Live LinkedIn / podcast à deux
- Article co-écrit / framework partagé
- Cross-promotion (je le mentionne, il me mentionne)
- Carrousel à deux signatures
- Newsletter croisée

CRITÈRES POUR LE PARTENAIRE
- Audience comparable (±50%)
- Thème complémentaire (pas concurrent direct)
- Activité régulière sur LinkedIn
- Reputation positive

POUR CHAQUE TOP 5
- Justification du match
- Format de collab proposé
- Hook d'approche
- Bénéfice mutuel articulé","collab-contenu,5-creators,formats,croissance","avancé","non","5 collabs avec format proposé"
"M094","Networking & Relations","Surveiller","Manager","Évolution de mes anciens membres d'équipe (mes ""alumni team"")","Surveille les évolutions des personnes qui ont fait partie de mon équipe (et qui sont maintenant ailleurs) et alerte-moi des signaux pertinents.

MON ALUMNI TEAM
[À COMPLÉTER : liste des anciens membres et leurs boîtes actuelles]

SIGNAUX À DÉTECTER
- Promotion (= félicitations à envoyer + signal d'intro vers leur nouvelle boîte)
- Changement de boîte (= maintenir la relation + opportunité business potentielle)
- Réussite publique (mention presse, prix, post viral)
- Difficulté (post émotionnel, layoff, recherche)
- Anniversaire LinkedIn dans leur boîte actuelle

Format : ""[Nom] | [Signal] | [Action recommandée]"".","alumni-team,manager,heartbeat,whatsapp","intermédiaire","oui","Veille sur les anciens membres d'équipe"
"M095","Création de contenu","Cibler","Founder","Post LinkedIn pour annoncer un milestone de ma boîte","Rédige un post LinkedIn pour annoncer un milestone important de ma boîte.

LE MILESTONE
[À COMPLÉTER : ex. 100 clients, levée, hire d'un C-level, lancement, anniversaire 1 an, MRR atteint, etc.]

PRINCIPES
- Pas un communiqué de presse plat
- Storytelling : raconter le chemin pour y arriver, pas juste l'arrivée
- Donner du crédit aux personnes qui ont contribué (mais sans liste exhaustive ennuyeuse)
- Apprentissages partagés (ce qui a été dur, ce qu'on a appris)
- Inviter à la conversation (où on va ensuite, comment vous pouvez nous aider)

3 variantes :
- ""Vulnerable"" (parle des difficultés et de la chance)
- ""Frame achievement"" (annonce le milestone comme un cadre, donne les leçons)
- ""Communauté first"" (remercie, valorise les autres avant moi)","milestone,3-variantes,storytelling,founder","intermédiaire","non","3 posts pour annoncer milestone"
"M096","Création de contenu","Activer","Job seeker","Posts LinkedIn pour augmenter ma visibilité côté recruteurs","Rédige 3 posts LinkedIn que je peux publier sur les 2 prochaines semaines pour augmenter ma visibilité auprès des recruteurs sans paraître désespéré.

MON PROFIL
[À COMPLÉTER : poste cible, expertise, années XP]

PRINCIPES
- NE PAS dire ""je cherche un emploi"" en titre
- Montrer mon expertise via des analyses, des opinions, des frameworks
- 1 sur 3 peut mentionner subtilement ma disponibilité (ex. ""ouvert à de nouvelles opportunités tech à Bordeaux"")
- Faire dialoguer plutôt que monologuer (questions, debate)

POUR CHAQUE POST
- Hook
- Structure
- CTA / Question d'engagement
- Mention subtile de disponibilité (variante 3 uniquement)","job-search,visibility,3-posts,non-desperate","intermédiaire","non","3 posts pour visibilité côté recruteurs"
"M097","Networking & Relations","Activer","Recruteur","Message à un alumni de [BOÎTE A] passé chez [BOÎTE B]","Rédige un message LinkedIn pour [NOM] qui a travaillé à [BOÎTE A] et qui est maintenant chez [BOÎTE B].

CONTEXTE
- Mon brief actuel : [À COMPLÉTER]
- Pourquoi son profil m'intéresse : [À COMPLÉTER]
- Ce que je veux : il candidate, ou il me recommande quelqu'un, ou il me donne du contexte sur son ancienne boîte

CONTRAINTES
- 5 phrases max
- Pas de ""Je vois que tu as travaillé chez [BOÎTE A]"" (trop évident)
- Référence concrète à un projet ou une équipe spécifique de son passage
- Question ouverte qui demande son expertise / son avis (pas son CV)

3 variantes :
- ""Pour lui"" (l'inviter à candidater)
- ""Pour son réseau"" (lui demander de recommander)
- ""Pour son insight"" (lui demander juste son avis sur un point précis)","message-alumni,recruteur,3-variantes,multifonction","avancé","non","3 messages pour 3 angles différents"
"M098","Networking & Relations","Découvrir","Investisseur","Mes co-LP / co-investisseurs naturels","Identifie les autres investisseurs (LPs, VC, angels) avec qui je devrais bâtir une relation pour de futurs co-investissements.

MON FOND / MON ANGEL PROFILE
[À COMPLÉTER]

CRITÈRES
- Co-investisseurs réguliers de mes deals existants (= déjà alignés)
- Investisseurs complémentaires (stade au-dessus ou en dessous, géo différente)
- Reputation excellente (pas un VC qui détruit la cap table)
- Pas trop loin de mon thèse pour qu'on parle de la même chose

POUR CHAQUE INVESTISSEUR
- Pourquoi pertinent pour mon portfolio
- Type de relation à construire (co-deal, partage de pipeline, advisor)
- Comment l'approcher (warm intro, événement commun, deal partagé)","co-LP,VC-network,investisseur,5-personnes","avancé","non","Investisseurs partenaires curatés"
"M099","Recherche d'emploi","Surveiller","Manager","Veille sur les postes de leadership dans mes boîtes cibles","Surveille les boîtes cibles et alerte-moi des signaux d'opportunité de leadership.

MES BOÎTES CIBLES
[À COMPLÉTER]

SIGNAUX À DÉTECTER
- Départ d'un Head of / VP / C-level (= ouverture probable)
- Levée Série B+ (= recrutement leadership probable)
- Lancement d'une nouvelle BU / nouveau marché (= besoin d'un Head of dédié)
- Restructuration annoncée (= opportunités de redessin de l'org)
- Founder qui poste sur le besoin de ""leveling up"" l'équipe

Format : ""[Boîte] | [Signal] | [Type de poste susceptible d'ouvrir] | [Personne à contacter]"".","leadership,heartbeat,whatsapp,boites-cibles","avancé","oui","Veille leadership sur boîtes cibles"
"M100","Création de contenu","Activer","Sales","Carrousel de cas d'usage pour mon produit","Rédige le contenu d'un carrousel LinkedIn (8-10 slides) qui présente des cas d'usage de mon produit.

MON PRODUIT
[À COMPLÉTER]

PRINCIPE DE STRUCTURE
- Slide 1 : Hook + accroche
- Slide 2 : Le problème commun
- Slides 3-7 : 5 cas d'usage concrets, 1 par slide (avec data si possible)
- Slide 8 : Le commun denominator (= ma proposition de valeur articulée)
- Slide 9 : Stat ou témoignage chiffré
- Slide 10 : CTA léger (DM, démo, autre)

POUR CHAQUE SLIDE
- Titre court (max 6 mots)
- Body (max 30 mots)
- Suggestion de visuel","carrousel,8-slides,sales,cas-usage","avancé","non","Contenu de carrousel prêt à designer"
"M101","Apprentissage & Carrière","Activer","Founder","Cadre de décision pour mon dilemme stratégique du moment","Aide-moi à structurer une décision stratégique que j'hésite à prendre.

MON DILEMME
[À COMPLÉTER : description en 3-5 phrases]

OPTIONS QUE JE CONSIDÈRE
[À COMPLÉTER : 2-4 options avec leur description]

LE CADRE
Pour chaque option, structure :
- Reversibilité (one-way door / two-way door)
- Coût (€ + temps + opportunité)
- Upside maximum
- Downside maximum
- Probabilité de succès subjective
- Information manquante critique
- Décision de référence : qu'aurait fait un founder dont j'admire le jugement ?

Conclusion : ta recommandation (avec ses limites) en 4-5 phrases.","decision,framework,founder,strategique","avancé","non","Cadre de décision structuré"
"M102","Apprentissage & Carrière","Cibler","Recruteur","Mes 3 leviers pour réduire mon time-to-hire","Analyse mon process de recrutement et identifie 3 leviers concrets pour réduire mon time-to-hire.

MON PROCESS ACTUEL (à compléter étape par étape)
1. Brief : [À COMPLÉTER : durée moyenne]
2. Sourcing : [À COMPLÉTER : durée]
3. Pré-qualification : [À COMPLÉTER : durée]
4. Entretiens : [À COMPLÉTER : durée]
5. Offre / closing : [À COMPLÉTER : durée]

ANALYSE
- Identifie les 3 plus grosses fuites de temps
- Pour chacune : la cause + 1-2 leviers actionnables
- Outil ou méthode pour suivre l'amélioration
- Plan 30-60-90 jours","time-to-hire,process,3-leviers,90-jours","avancé","non","Plan d'optimisation TTH"
"M103","Prospection commerciale","Activer","Personal brander","Convertir mon audience LinkedIn en pipeline commercial","Construis-moi un plan pour convertir mon audience LinkedIn passive en pipeline commercial actif.

MON CONTEXTE
- Audience : [À COMPLÉTER : taille + composition]
- Mon offre : [À COMPLÉTER : produit / service / coaching]
- Pricing : [À COMPLÉTER]

LEVIERS
- Posts inviting (qui amènent les bons profils à se manifester en commentaire)
- DMs sur engageurs (les gens qui likent / commentent à plusieurs reprises)
- Lead magnets (newsletter, ressource gratuite, événement)
- CTA stratégiques sur posts existants
- Webinar / live mensuel

PLAN 30 JOURS
- Semaine 1 : audit des 50 derniers commentateurs récurrents
- Semaine 2 : 1 lead magnet créé et lancé
- Semaine 3 : 30 DMs personnalisés sur top engageurs
- Semaine 4 : 1 webinar / événement live
- Mesure : leads générés, conversations entamées, meetings bookés","audience-to-pipeline,30-jours,personal-brander","avancé","non","Plan 30j conversion audience"
